X	Y
0	8679.289
1	8759.711
2	8804.911
3	8779.223
4	8715.178
5	8646.134
6	8562.223
7	8507.733
8	8473.378
9	8508.511
10	8533.223
11	8488.688
12	8457.467
13	8445.822
14	8456.955
15	8419.312
16	8323.134
17	8299.688
18	8322.889
19	8359.312
20	8391.312
21	8382.267
22	8339.822
23	8298.822
24	8261.533
25	8315.244
26	8295.066
27	8293.688
28	8287.467
29	8290.155
30	8274.244
31	8246.955
32	8208.267
33	8196.511
34	8171.755
35	8172.511
36	8126.378
37	8131.933
38	8153.867
39	8181.467
40	8150.533
41	8168.645
42	8207.511
43	8272.934
44	8272.866
45	8243.777
46	8249.955
47	8174.489
48	8173.178
49	8097.489
50	8098.978
51	8023.956
52	7946.355
53	7898.867
54	7936.800
55	7977.911
56	7967.333
57	7951.778
58	7919.556
59	7902.245
60	7887.400
61	7905.400
62	7956.200
63	7955.422
64	7995.533
65	8027.489
66	8046.289
67	8100.044
68	8130.000
69	8155.933
70	8177.711
71	8221.022
72	8272.978
73	8289.045
74	8334.777
75	8376.223
76	8423.955
77	8487.378
78	8607.777
79	8701.022
80	8769.622
81	8723.178
82	8696.733
83	8679.533
84	8763.978
85	8811.711
86	8853.800
87	8901.800
88	8943.134
89	8889.489
90	8854.045
91	8898.489
92	8986.267
93	9031.688
94	9009.756
95	9025.400
96	9035.312
97	9089.911
98	9076.022
99	9048.866
100	8999.000
101	9019.756
102	9070.777
103	9033.600
104	9035.934
105	8990.511
106	8980.200
107	8960.444
108	8973.223
109	8986.556
110	8936.688
111	8929.467
112	8919.400
113	8971.955
114	8917.822
115	8923.645
116	8915.866
117	8976.267
118	8967.978
119	8968.978
120	8959.866
121	8981.622
122	8953.645
123	8937.244
124	8923.556
125	8901.800
126	8893.422
127	8867.422
128	8855.444
129	8811.444
130	8888.955
131	8879.556
132	8856.777
133	8747.866
134	8738.045
135	8764.312
136	8796.889
137	8803.600
138	8807.267
139	8828.600
140	8853.978
141	8844.667
142	8812.378
143	8814.866
144	8769.667
145	8746.822
146	8691.733
147	8740.622
148	8744.556
149	8741.267
150	8708.489
151	8682.333
152	8675.556
153	8678.756
154	8666.267
155	8664.045
156	8665.688
157	8643.800
158	8665.066
159	8600.400
160	8591.711
161	8579.934
162	8640.333
163	8708.600
164	8660.244
165	8606.333
166	8559.111
167	8571.355
168	8589.111
169	8607.267
170	8618.223
171	8632.000
172	8612.889
173	8610.066
174	8536.444
175	8468.667
176	8420.111
177	8428.312
178	8434.800
179	8430.622
180	8457.111
181	8542.845
182	8571.355
183	8537.978
184	8453.889
185	8490.200
186	8524.756
187	8550.089
188	8447.645
189	8382.688
190	8362.045
191	8351.556
192	8391.022
193	8321.600
194	8351.022
195	8291.400
196	8318.756
197	8329.155
198	8348.244
199	8344.089
200	8301.889
201	8240.467
202	8232.444
203	8236.400
204	8247.089
205	8214.845
206	8164.133
207	8152.378
208	8144.556
209	8134.556
210	8118.645
211	8141.889
212	8102.267
213	8076.822
214	8037.489
215	8059.622
216	8075.133
217	8041.444
218	7997.533
219	7962.022
220	7934.956
221	7953.245
222	7931.267
223	7947.911
224	7900.089
225	7842.044
226	7804.778
227	7753.778
228	7762.689
229	7703.889
230	7705.044
231	7698.778
232	7742.111
233	7765.622
234	7766.245
235	7732.978
236	7685.667
237	7663.778
238	7653.578
239	7638.245
240	7652.089
241	7659.822
242	7667.489
243	7616.111
244	7561.778
245	7571.022
246	7578.444
247	7599.600
248	7584.800
249	7592.867
250	7604.489
251	7616.600
252	7579.844
253	7535.289
254	7495.444
255	7533.156
256	7575.333
257	7562.378
258	7530.733
259	7498.178
260	7556.222
261	7538.222
262	7544.245
263	7521.156
264	7550.600
265	7497.378
266	7422.511
267	7368.289
268	7368.600
269	7382.267
270	7421.000
271	7419.600
272	7426.556
273	7378.844
274	7375.911
275	7321.911
276	7312.600
277	7276.333
278	7298.556
279	7271.978
280	7289.400
281	7266.956
282	7295.378
283	7281.111
284	7238.978
285	7160.778
286	7079.156
287	7096.022
288	7098.222
289	7157.333
290	7137.867
291	7120.556
292	7079.355
293	7069.355
294	7051.156
295	7042.533
296	7018.355
297	7006.311
298	6990.933
299	7024.867
300	7053.556
301	7006.822
302	6991.556
303	6991.311
304	7089.800
305	7060.511
306	7033.067
307	7005.844
308	7040.556
309	7043.511
310	7009.956
311	6970.733
312	6969.533
313	6987.556
314	6972.422
315	6940.067
316	6838.978
317	6794.178
318	6793.733
319	6878.600
320	6916.667
321	6886.778
322	6823.889
323	6789.289
324	6792.689
325	6758.200
326	6724.156
327	6653.022
328	6616.289
329	6569.422
330	6589.133
331	6579.911
332	6581.867
333	6534.822
334	6538.733
335	6502.933
336	6498.311
337	6484.645
338	6477.622
339	6477.400
340	6463.956
341	6452.378
342	6446.311
343	6449.645
344	6455.978
345	6399.000
346	6339.178
347	6314.711
348	6292.889
349	6249.000
350	6223.156
351	6235.645
352	6261.067
353	6252.044
354	6250.755
355	6254.444
356	6260.489
357	6234.956
358	6225.933
359	6260.645
360	6291.733
361	6314.178
362	6298.711
363	6269.600
364	6250.422
365	6220.378
366	6202.467
367	6174.044
368	6165.222
369	6174.444
370	6156.178
371	6142.133
372	6117.778
373	6101.645
374	6087.711
375	6098.645
376	6092.444
377	6048.467
378	6012.267
379	5971.000
380	5959.444
381	5951.000
382	5972.022
383	5975.067
384	5962.378
385	5970.200
386	5978.956
387	5978.311
388	5923.333
389	5864.267
390	5841.889
391	5837.489
392	5842.867
393	5824.133
394	5796.178
395	5769.444
396	5767.200
397	5797.889
398	5796.089
399	5774.222
400	5713.933
401	5712.267
402	5707.978
403	5707.956
404	5672.645
405	5631.711
406	5639.600
407	5654.422
408	5686.600
409	5662.333
410	5629.444
411	5584.755
412	5572.800
413	5550.622
414	5536.400
415	5519.533
416	5511.311
417	5521.111
418	5492.867
419	5487.489
420	5435.511
421	5426.133
422	5401.778
423	5380.222
424	5354.511
425	5352.689
426	5349.600
427	5347.444
428	5322.355
429	5294.556
430	5267.267
431	5239.600
432	5235.844
433	5227.245
434	5198.489
435	5181.689
436	5175.222
437	5173.778
438	5161.911
439	5108.222
440	5086.622
441	5078.111
442	5081.400
443	5081.733
444	5079.511
445	5076.933
446	5066.511
447	5063.733
448	5071.978
449	5048.378
450	5024.733
451	4990.111
452	4992.489
453	4954.867
454	4930.245
455	4913.844
456	4908.933
457	4911.755
458	4872.511
459	4852.400
460	4828.667
461	4842.778
462	4851.489
463	4864.933
464	4858.089
465	4829.689
466	4797.444
467	4804.044
468	4801.600
469	4788.867
470	4743.911
471	4729.378
472	4723.067
473	4714.933
474	4692.978
475	4685.200
476	4678.245
477	4668.089
478	4639.355
479	4619.489
480	4613.355
481	4610.622
482	4602.422
483	4581.511
484	4560.533
485	4532.022
486	4509.800
487	4513.400
488	4498.089
489	4486.245
490	4450.044
491	4437.133
492	4428.578
493	4409.978
494	4396.044
495	4384.911
496	4372.844
497	4353.667
498	4332.978
499	4335.178
500	4328.311
501	4316.533
502	4287.400
503	4273.222
504	4256.978
505	4249.933
506	4229.667
507	4222.822
508	4211.422
509	4214.222
510	4187.267
511	4195.378
512	4205.089
513	4220.444
514	4198.911
515	4170.778
516	4171.711
517	4170.578
518	4160.178
519	4130.267
520	4119.800
521	4113.133
522	4108.467
523	4075.422
524	4042.267
525	4038.022
526	4051.489
527	4052.089
528	4024.733
529	4002.267
530	4000.511
531	3989.089
532	3961.800
533	3943.156
534	3940.244
535	3955.711
536	3955.489
537	3948.133
538	3915.133
539	3880.600
540	3868.556
541	3873.911
542	3886.467
543	3860.800
544	3821.267
545	3792.489
546	3782.600
547	3789.156
548	3777.956
549	3784.111
550	3783.711
551	3779.089
552	3775.889
553	3772.756
554	3772.800
555	3759.489
556	3751.533
557	3756.844
558	3766.311
559	3758.889
560	3747.933
561	3736.133
562	3742.756
563	3752.089
564	3774.244
565	3775.889
566	3747.244
567	3717.178
568	3680.933
569	3678.844
570	3680.133
571	3691.000
572	3693.844
573	3658.178
574	3646.422
575	3622.489
576	3621.667
577	3614.422
578	3635.778
579	3625.333
580	3618.667
581	3601.089
582	3614.000
583	3590.222
584	3549.222
585	3517.578
586	3532.222
587	3548.578
588	3537.911
589	3520.511
590	3504.422
591	3491.422
592	3469.511
593	3456.844
594	3446.044
595	3438.844
596	3432.667
597	3433.511
598	3440.867
599	3427.622
600	3420.889
601	3390.422
602	3374.355
603	3368.200
604	3381.711
605	3378.956
606	3371.622
607	3344.378
608	3342.600
609	3337.622
610	3333.933
611	3312.444
612	3287.689
613	3280.289
614	3279.933
615	3284.645
616	3268.111
617	3260.711
618	3239.511
619	3237.111
620	3220.933
621	3210.289
622	3182.400
623	3160.333
624	3144.756
625	3143.578
626	3141.089
627	3125.689
628	3124.333
629	3120.178
630	3122.333
631	3100.778
632	3081.311
633	3053.511
634	3022.844
635	3002.578
636	2989.911
637	2981.600
638	2973.467
639	2954.556
640	2949.222
641	2944.378
642	2943.733
643	2921.800
644	2901.289
645	2886.645
646	2890.889
647	2880.911
648	2882.333
649	2868.645
650	2865.267
651	2856.044
652	2836.867
653	2823.822
654	2806.089
655	2812.511
656	2809.733
657	2810.800
658	2802.667
659	2797.867
660	2784.956
661	2780.889
662	2788.133
663	2785.000
664	2776.444
665	2766.800
666	2769.911
667	2767.000
668	2757.000
669	2734.778
670	2725.711
671	2716.044
672	2716.911
673	2713.222
674	2710.533
675	2707.978
676	2702.400
677	2696.556
678	2694.156
679	2691.111
680	2676.200
681	2667.645
682	2672.978
683	2675.822
684	2678.400
685	2670.200
686	2681.311
687	2668.778
688	2652.867
689	2630.422
690	2623.133
691	2617.022
692	2610.178
693	2615.378
694	2601.111
695	2593.600
696	2579.022
697	2576.556
698	2567.244
699	2560.378
700	2563.533
701	2568.711
702	2567.244
703	2559.222
704	2551.889
705	2537.222
706	2534.222
707	2527.156
708	2512.933
709	2507.822
710	2502.578
711	2505.156
712	2493.400
713	2481.844
714	2479.200
715	2472.444
716	2465.244
717	2456.022
718	2442.978
719	2438.067
720	2430.844
721	2428.289
722	2420.222
723	2423.422
724	2426.444
725	2428.600
726	2422.289
727	2410.022
728	2400.289
729	2383.911
730	2401.444
731	2401.867
732	2410.378
733	2386.333
734	2383.800
735	2382.600
736	2385.467
737	2376.133
738	2356.556
739	2340.778
740	2335.711
741	2333.978
742	2323.933
743	2311.156
744	2306.667
745	2299.533
746	2294.511
747	2281.733
748	2276.467
749	2266.667
750	2243.756
751	2241.089
752	2225.156
753	2231.067
754	2207.711
755	2196.311
756	2182.800
757	2173.733
758	2171.978
759	2173.244
760	2167.756
761	2159.022
762	2141.111
763	2137.133
764	2127.800
765	2128.511
766	2118.778
767	2117.267
768	2114.000
769	2119.511
770	2119.645
771	2112.556
772	2099.667
773	2090.067
774	2070.689
775	2055.622
776	2037.356
777	2039.378
778	2031.000
779	2020.022
780	2017.000
781	2013.911
782	2009.911
783	1997.867
784	1997.333
785	1995.778
786	1984.956
787	1977.333
788	1972.444
789	1960.711
790	1955.533
791	1955.200
792	1954.778
793	1940.489
794	1927.067
795	1921.289
796	1923.422
797	1919.711
798	1910.889
799	1900.178
800	1888.667
801	1884.733
802	1875.444
803	1870.822
804	1862.911
805	1854.222
806	1846.422
807	1846.022
808	1843.644
809	1842.422
810	1826.844
811	1820.000
812	1810.556
813	1810.044
814	1810.933
815	1807.089
816	1800.511
817	1791.511
818	1782.244
819	1776.533
820	1767.222
821	1756.911
822	1739.489
823	1735.156
824	1732.378
825	1727.000
826	1713.244
827	1696.689
828	1693.378
829	1690.867
830	1697.867
831	1702.200
832	1709.644
833	1703.533
834	1699.378
835	1684.133
836	1687.511
837	1675.111
838	1663.067
839	1644.511
840	1633.667
841	1628.467
842	1627.200
843	1631.733
844	1636.578
845	1634.289
846	1621.956
847	1614.822
848	1611.111
849	1607.444
850	1597.933
851	1588.733
852	1585.444
853	1581.578
854	1576.822
855	1575.933
856	1564.956
857	1556.356
858	1550.667
859	1552.822
860	1544.711
861	1529.378
862	1512.756
863	1514.956
864	1508.222
865	1510.133
866	1503.778
867	1508.600
868	1496.978
869	1485.511
870	1473.311
871	1478.000
872	1477.911
873	1472.133
874	1467.711
875	1467.689
876	1468.756
877	1460.111
878	1444.444
879	1444.378
880	1443.178
881	1451.622
882	1445.067
883	1437.644
884	1426.800
885	1420.733
886	1424.711
887	1420.889
888	1420.289
889	1416.600
890	1413.289
891	1407.844
892	1403.644
893	1402.156
894	1390.600
895	1380.889
896	1367.867
897	1368.644
898	1368.844
899	1374.111
900	1372.667
901	1363.178
902	1353.533
903	1351.356
904	1355.756
905	1357.711
906	1354.044
907	1354.089
908	1347.244
909	1339.933
910	1335.422
911	1338.756
912	1336.156
913	1321.889
914	1311.222
915	1312.044
916	1317.267
917	1318.378
918	1315.756
919	1304.444
920	1299.733
921	1297.978
922	1305.289
923	1303.022
924	1293.756
925	1283.489
926	1281.467
927	1282.644
928	1279.667
929	1276.289
930	1269.200
931	1266.556
932	1270.822
933	1271.267
934	1269.844
935	1264.778
936	1259.222
937	1256.489
938	1245.667
939	1235.156
940	1231.067
941	1228.244
942	1224.067
943	1211.356
944	1205.089
945	1202.444
946	1200.622
947	1190.489
948	1190.933
949	1183.311
950	1180.111
951	1182.044
952	1179.956
953	1176.156
954	1160.622
955	1153.378
956	1147.978
957	1143.311
958	1139.689
959	1131.911
960	1127.756
961	1123.133
962	1113.289
963	1099.489
964	1085.622
965	1077.511
966	1074.378
967	1071.911
968	1068.111
969	1059.244
970	1051.756
971	1053.000
972	1050.711
973	1038.778
974	1016.578
975	995.022
976	984.178
977	975.800
978	960.844
979	947.511
980	925.244
981	903.444
982	865.956
983	828.022
984	795.400
985	768.756
986	752.222
987	734.156
988	717.533
989	704.156
990	698.822
991	694.333
992	683.511
993	669.644
994	660.311
995	656.600
996	653.533
997	651.378
998	649.933
999	643.378
1000	639.111
1001	628.956
1002	623.000
1003	619.911
1004	617.244
1005	619.467
1006	609.178
1007	604.867
1008	602.956
1009	604.867
1010	599.022
1011	586.444
1012	573.911
1013	561.711
1014	553.956
1015	554.267
1016	555.356
1017	561.778
1018	556.044
1019	555.044
1020	544.622
1021	539.644
1022	539.089
1023	541.578
1024	543.333
1025	542.822
1026	545.622
1027	553.156
1028	548.000
1029	544.422
1030	542.178
1031	548.756
1032	551.533
1033	553.444
1034	561.133
1035	569.578
1036	574.489
1037	585.378
1038	595.022
1039	603.044
1040	599.089
1041	597.089
1042	597.333
1043	600.711
1044	605.600
1045	610.844
1046	615.733
1047	610.467
1048	606.533
1049	603.378
1050	607.222
1051	611.822
1052	611.978
1053	611.133
1054	608.378
1055	607.467
1056	612.533
1057	622.311
1058	627.956
1059	629.133
1060	627.489
1061	633.844
1062	638.000
1063	639.600
1064	639.733
1065	641.067
1066	645.222
1067	643.689
